Day,Street Name,Latitude,Longitude,Violation Time,Zone,Parking Violation
6,E Gun Hill Rd,40.871787,-73.8489437,0844,53,1
6,Myrtle Ave,40.6969959,-73.9352775,0806,49,1
6,E 207th St,40.875499,-73.876491,0736,46,1
6,86th St,40.622811,-74.0282979,0836,52,1
0,E 101st St,40.6358306,-73.8867163,0715,44,1
6,Greenpoint Ave,40.73036,-73.952507,0810,50,1
6,20th Ave,40.6259884,-73.9762613,0844,53,1
6,W 58th St,40.7671189,-73.9817098,0818,50,1
0,Avenue P,40.608702,-73.974031,0707,43,1
6,89th Ave,40.691706,-73.84924,0741,47,1
6,Adler Pl,40.871331,-73.8282717,0658,42,1
6,3rd Ave,40.8043853,-73.9353347,0838,52,1
6,Waltham St,40.6953424,-73.8051793,0823,51,1
6,E 86th St,40.635417,-73.905614,0746,47,1
6,Bainbridge Ave,40.881076,-73.878487,0815,50,1
6,Webster Ave,40.869266,-73.8802225,0832,52,1
6,Fresh Pond Rd,40.7062234,-73.8959256,0747,47,1
0,E New York Ave,40.6734891,-73.9080634,0746,47,1
6,43rd Ave,40.758867,-73.779674,0822,51,1
0,Reservoir Oval,40.6869234,-74.0212763,0812,50,1
0,Hutchinson River Pky,40.84964235,-73.8364039375,0806,49,1
6,Broadway,40.892084,-73.8971095,0822,51,1
6,45th St,40.6492944,-74.0096111,0836,52,1
6,3rd Ave,40.8043853,-73.9353347,0819,50,1
6,E Kingsbridge Rd,40.8650369,-73.8939933,0843,53,1
6,Grand Concourse,40.8791041,-73.8845682,0808,49,1
6,Lenox Ave,40.7664366,-73.9590168,0811,50,1
6,5th Ave,40.801971,-73.945508,0819,50,1
6,165th St,40.701366,-73.791869,0806,49,1
6,E 14th St,40.608383,-73.959157,0709,43,1
6,139th St,40.683342,-73.804324,0746,47,1
6,3rd Ave,40.8043853,-73.9353347,0814,50,1
6,W 52nd St,40.7635851,-73.9852995,0826,51,1
6,W Burnside Ave,40.853943,-73.914675,0808,49,1
6,Elizabeth St,40.6287103,-74.119005,0821,51,1
6,Westchester Ave,40.829753,-73.873728,0746,47,1
6,37th Ave,40.7626091,-73.8267626,0739,46,1
6,Queens Blvd,40.7127672,-73.8275685,0755,48,1
6,E 233rd St,40.8952164,-73.880041,0745,47,1
6,Junction Blvd,40.7324886,-73.8636985,0814,50,1
6,W 143rd St,40.8191141,-73.9371126,0653,42,1
6,Greenpoint Ave,40.73036,-73.952507,0806,49,1
6,E 29th St,40.6152395,-73.9457135,0840,53,1
6,W 181st St,40.8489559,-73.9328625,0841,53,1
6,White Plains Rd,40.8421201,-73.8649883,0838,52,1
6,Nostrand Ave,40.6803935,-73.949556,0750,48,1
6,Webster Ave,40.869266,-73.8802225,0746,47,1
6,3rd Ave,40.8043853,-73.9353347,0806,49,1
6,Forest Ave,40.7043972,-73.903074,0717,44,1
6,Greenpoint Ave,40.73036,-73.952507,0808,49,1
6,White Plains Rd,40.8421201,-73.8649883,0836,52,1
6,18th Ave,40.6296217,-73.9769395,0811,50,1
0,E 91st St,40.6485054,-73.9138557,0715,44,1
6,E 158th St,40.82497,-73.922274,0743,47,1
6,Kings Hwy,40.607693,-73.960909,0740,47,1
6,Myrtle Ave,40.6969959,-73.9352775,0727,45,1
6,3rd Ave,40.8043853,-73.9353347,0749,47,1
0,W 149th St,40.8277683,-73.9457415,0740,47,1
6,Whitney Ave,40.598973,-73.930634,0738,46,1
6,Utica Ave,40.679347,-73.9308408,0744,47,1
6,Fresh Pond Rd,40.7062234,-73.8959256,0754,48,1
6,37th Rd,40.747446,-73.889651,0743,47,1
6,136th St,40.7041873,-73.8184918,0712,44,1
6,E 183rd St,40.854975,-73.8925,0822,51,1
6,New Utrecht Ave,40.616621,-73.999709,0707,43,1
6,E 25th St,40.7385041,-73.9783927,0736,46,1
6,White Plains Rd,40.8421201,-73.8649883,0836,52,1
6,Decatur Ave,40.610544,-74.14501,0806,49,1
6,Fulton St,40.7102369,-74.0078096,0744,47,1
6,Pike St,40.636025,-74.083021,0741,47,1
6,Westchester Ave,40.829753,-73.873728,0810,50,1
6,Fresh Pond Rd,40.7062234,-73.8959256,0742,47,1
6,Amsterdam Ave,40.8467328,-73.9318876,0819,50,1
6,37th Ave,40.7626091,-73.8267626,0847,53,1
6,York Ave,40.7701702,-73.9513442,0806,49,1
6,Broadway,40.892084,-73.8971095,0737,46,1
6,3rd Ave,40.8043853,-73.9353347,0806,49,1
6,6th Ave,40.7497204,-73.987817,0650,42,1
6,Adam Clayton Powell,40.8092175,-73.9474161643606,0810,50,1
6,W 125th St,40.8175386,-73.9599867,0744,47,1
0,Menahan St,40.711225,-73.898632,0840,53,1
6,E 30th St,40.7416599,-73.9762612,0836,52,1
6,Roosevelt Ave,40.746238,-73.897224,0740,47,1
6,5th Ave,40.801971,-73.945508,0740,47,1
6,Avenue U,40.599035,-73.954511,0744,47,1
0,York Ave,40.7701702,-73.9513442,0715,44,1
6,St Johns Pl,40.6698138,-73.9167897,0817,50,1
6,St Johns Pl,40.6698138,-73.9167897,0811,50,1
6,3rd Ave,40.8043853,-73.9353347,0744,47,1
6,5th Ave,40.801971,-73.945508,0748,47,1
6,W 187th St,40.85301,-73.9308725,0731,46,1
6,13th St,40.7649914,-73.9355729,0734,46,1
6,Eastern Pky,40.6716077,-73.9624286,0815,50,1
6,Broadway,40.892084,-73.8971095,0736,46,1
6,Jerome Ave,40.8446726,-73.9145136,0843,53,1
0,W 116th St,40.8033422,-73.9528035,0722,45,1
6,Lenox Ave,40.7664366,-73.9590168,0817,50,1
6,Fresh Pond Rd,40.7062234,-73.8959256,0815,50,1
6,Fulton St,40.7102369,-74.0078096,0812,50,1
6,Hillside Ave,40.7210961,-73.7593749,0747,47,1
6,W 145th St,40.8264439,-73.9504573,0759,48,1
6,Prospect Park West,40.6728263,-73.9704006,0820,51,1
6,Canal St,40.7172701,-73.998918,0741,47,1
6,Jerome Ave,40.8446726,-73.9145136,0748,47,1
6,Morris Park Ave,40.8467876,-73.8591616,0806,49,1
6,5th Ave,40.801971,-73.945508,0807,49,1
6,Morris Park Ave,40.8467876,-73.8591616,0839,52,1
6,47th Ave,40.750565,-73.794727,0807,49,1
6,E 93rd St,40.646738,-73.909434,0753,48,1
6,5th Ave,40.801971,-73.945508,0747,47,1
6,Amsterdam Ave,40.8467328,-73.9318876,0806,49,1
6,164th St,40.7382043,-73.8045817,0848,53,1
6,Roosevelt Ave,40.746238,-73.897224,0839,52,1
6,Broadway,40.892084,-73.8971095,0827,51,1
6,W 125th St,40.8175386,-73.9599867,0713,44,1
6,Adam Clayton Powell,40.8092175,-73.9474161643606,0823,51,1
6,Washington Ave,40.86038,-73.888886,0707,43,1
6,E 14th St,40.608383,-73.959157,0741,47,1
6,Horace Harding Expy,40.7366373,-73.8531778,0808,49,1
6,Graham Ave,40.7145231,-73.9443875,0808,49,1
6,1st St,40.636095,-73.741546,0708,43,1
6,Ditmars Blvd,40.7698245,-73.9017602,0821,51,1
6,White Plains Rd,40.8421201,-73.8649883,0752,48,1
6,Brighton 11th St,40.580222,-73.957523,0700,43,1
6,E 204th St,40.8750321,-73.8874687,0836,52,1
6,45th Ave,40.756545,-73.806394,0847,53,1
0,55th St,40.624893,-73.984401,0818,50,1
6,Webster Ave,40.869266,-73.8802225,0821,51,1
6,31st Ave,40.758613,-73.8919252,0824,51,1
6,Lydig Ave,40.855433,-73.855351,0744,47,1
6,Broadway,40.892084,-73.8971095,0738,46,1
6,W 160th St,40.8345302,-73.9401799,0841,53,1
6,Lenox Ave,40.7664366,-73.9590168,0833,52,1
6,Quentin Rd,40.607843,-73.961966,0738,46,1
6,Pierrepont St,40.696311,-73.997078,0743,47,1
6,Baxter Ave,40.74704,-73.882989,0750,48,1
6,E 33rd St,40.6113788,-73.9368975,0839,52,1
6,Adam Clayton Powell,40.8092175,-73.9474161643606,0817,50,1
6,New Utrecht Ave,40.616621,-73.999709,0706,43,1
6,Manhattan Ave,40.8043463,-73.9572939,0809,49,1
6,Halsey St,40.69607,-73.9050185,0709,43,1
6,E 138th St,40.8034516,-73.9095779,0815,50,1
6,Washington Ave,40.86038,-73.888886,0836,52,1
6,Eastern Pky,40.6716077,-73.9624286,0811,50,1
6,Nostrand Ave,40.6803935,-73.949556,0745,47,1
6,E Tremont Ave,40.8416938,-73.8434859,0846,53,1
6,89th Ave,40.691706,-73.84924,0840,53,1
6,Burke Ave,40.872218,-73.846891,0816,50,1
6,Adam Clayton Powell,40.8092175,-73.9474161643606,0808,49,1
6,Hillside Ave,40.7210961,-73.7593749,0738,46,1
6,E 113th St,40.795072,-73.939189,0837,52,1
6,Nostrand Ave,40.6803935,-73.949556,0814,50,1
6,Nostrand Ave,40.6803935,-73.949556,0821,51,1
0,52nd St,40.7453968,-73.9122305,0703,43,1
6,W 132nd St,40.8133636,-73.9450358,0739,46,1
6,Queens Blvd,40.7127672,-73.8275685,0747,47,1
6,18th Ave,40.6296217,-73.9769395,0745,47,1
